age,gender,state,income,occupation,category,rural,student,disability,scheme_category
37,Male,Karnataka,200500.0,Self-Employed,General,Yes,No,No,Skill Development & Entrepreneurship
49,Male,Uttar Pradesh,173400.0,Salaried,General,No,No,No,Rural & Urban Livelihood Support
24,Male,Bihar,87400.0,Student,General,No,Yes,No,Education & Scholarships
69,Female,Rajasthan,80500.0,Daily Wage Worker,SC,No,No,No,Senior Citizen Pension & Healthcare
58,Male,Gujarat,56500.0,Salaried,General,No,No,No,Rural & Urban Livelihood Support
50,Female,Maharashtra,370400.0,Farmer,OBC,No,No,No,Agriculture & Farmer Welfare
57,Male,Bihar,202500.0,Unemployed,ST,Yes,No,Yes,Social Welfare & Disability Support
56,Male,Bihar,67200.0,Salaried,General,Yes,No,No,Rural & Urban Livelihood Support
35,Male,West Bengal,65100.0,Daily Wage Worker,General,Yes,No,No,Rural & Urban Livelihood Support
57,Female,Kerala,401500.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
18,Female,West Bengal,274400.0,Farmer,SC,No,No,No,Agriculture & Farmer Welfare
28,Female,West Bengal,223900.0,Student,OBC,Yes,Yes,No,Education & Scholarships
45,Female,Rajasthan,124000.0,Unemployed,OBC,Yes,No,Yes,Social Welfare & Disability Support
74,Female,Uttar Pradesh,84700.0,Unemployed,SC,Yes,No,No,Senior Citizen Pension & Healthcare
42,Male,Karnataka,729300.0,Self-Employed,OBC,Yes,No,No,Skill Development & Entrepreneurship
67,Female,West Bengal,317200.0,Farmer,SC,No,No,No,Senior Citizen Pension & Healthcare
40,Male,Madhya Pradesh,94700.0,Student,OBC,No,Yes,No,Education & Scholarships
48,Female,Karnataka,368600.0,Daily Wage Worker,OBC,Yes,No,No,Women & Child Development
47,Male,Uttar Pradesh,286100.0,Daily Wage Worker,OBC,Yes,No,No,Rural & Urban Livelihood Support
59,Male,Maharashtra,93500.0,Salaried,General,No,No,No,Rural & Urban Livelihood Support
52,Female,Kerala,130100.0,Daily Wage Worker,General,No,No,No,Women & Child Development
24,Female,Karnataka,67000.0,Unemployed,OBC,Yes,No,No,Women & Child Development
33,Male,Gujarat,51200.0,Daily Wage Worker,OBC,No,No,No,Rural & Urban Livelihood Support
43,Female,Rajasthan,260900.0,Self-Employed,ST,No,No,No,Women & Child Development
65,Male,Bihar,86000.0,Artisan,General,No,No,No,Senior Citizen Pension & Healthcare
74,Male,Maharashtra,338700.0,Salaried,SC,No,No,No,Senior Citizen Pension & Healthcare
69,Male,Uttar Pradesh,1007100.0,Self-Employed,ST,No,No,No,Senior Citizen Pension & Healthcare
66,Female,West Bengal,44300.0,Farmer,EWS,Yes,No,No,Senior Citizen Pension & Healthcare
19,Male,Madhya Pradesh,145300.0,Student,ST,No,Yes,Yes,Social Welfare & Disability Support
18,Male,Madhya Pradesh,321600.0,Farmer,OBC,No,No,No,Agriculture & Farmer Welfare
65,Male,Kerala,310000.0,Self-Employed,EWS,No,No,No,Senior Citizen Pension & Healthcare
29,Female,Uttar Pradesh,286900.0,Farmer,SC,No,No,No,Agriculture & Farmer Welfare
22,Male,Maharashtra,107300.0,Farmer,SC,Yes,No,Yes,Social Welfare & Disability Support
54,Male,Gujarat,138900.0,Self-Employed,OBC,Yes,No,Yes,Social Welfare & Disability Support
49,Male,Bihar,192700.0,Student,EWS,Yes,Yes,No,Education & Scholarships
72,Female,West Bengal,686500.0,Unemployed,SC,No,No,No,Senior Citizen Pension & Healthcare
26,Male,Rajasthan,101400.0,Artisan,SC,Yes,No,No,Skill Development & Entrepreneurship
58,Female,Tamil Nadu,491800.0,Self-Employed,OBC,Yes,No,No,Women & Child Development
52,Male,Tamil Nadu,86500.0,Student,OBC,Yes,Yes,No,Education & Scholarships
36,Male,West Bengal,843000.0,Farmer,EWS,Yes,No,No,Agriculture & Farmer Welfare
65,Male,Maharashtra,229700.0,Artisan,General,No,No,No,Senior Citizen Pension & Healthcare
33,Male,West Bengal,142100.0,Unemployed,General,No,No,No,Rural & Urban Livelihood Support
20,Female,Uttar Pradesh,201100.0,Daily Wage Worker,SC,No,No,No,Women & Child Development
37,Transgender,Tamil Nadu,87300.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
41,Female,Kerala,87700.0,Self-Employed,General,No,No,No,Women & Child Development
71,Male,Uttar Pradesh,51700.0,Farmer,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
73,Male,Tamil Nadu,51800.0,Salaried,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
50,Male,Gujarat,106900.0,Salaried,OBC,No,No,No,Rural & Urban Livelihood Support
41,Female,Bihar,289000.0,Self-Employed,OBC,No,No,No,Women & Child Development
69,Male,Madhya Pradesh,198600.0,Daily Wage Worker,OBC,No,No,No,Senior Citizen Pension & Healthcare
28,Male,Uttar Pradesh,49500.0,Unemployed,General,Yes,No,No,Rural & Urban Livelihood Support
66,Female,Madhya Pradesh,374200.0,Daily Wage Worker,ST,Yes,No,No,Senior Citizen Pension & Healthcare
25,Male,Madhya Pradesh,195500.0,Daily Wage Worker,General,Yes,No,No,Rural & Urban Livelihood Support
53,Female,Tamil Nadu,613300.0,Salaried,OBC,Yes,No,No,Women & Child Development
55,Female,Uttar Pradesh,229700.0,Self-Employed,OBC,Yes,No,No,Women & Child Development
57,Female,Bihar,64700.0,Self-Employed,SC,Yes,No,No,Women & Child Development
37,Female,Gujarat,145600.0,Unemployed,EWS,Yes,No,No,Women & Child Development
52,Male,Karnataka,218200.0,Daily Wage Worker,OBC,No,No,No,Rural & Urban Livelihood Support
65,Female,Kerala,35200.0,Daily Wage Worker,OBC,No,No,No,Senior Citizen Pension & Healthcare
42,Female,Madhya Pradesh,32700.0,Farmer,General,No,No,No,Agriculture & Farmer Welfare
52,Female,Bihar,54900.0,Farmer,SC,No,No,No,Agriculture & Farmer Welfare
42,Male,Rajasthan,82200.0,Student,General,Yes,Yes,No,Education & Scholarships
46,Male,Rajasthan,131000.0,Self-Employed,General,No,No,No,Skill Development & Entrepreneurship
35,Female,Karnataka,150300.0,Artisan,SC,Yes,No,No,Women & Child Development
63,Female,Karnataka,56700.0,Salaried,EWS,Yes,No,No,Senior Citizen Pension & Healthcare
35,Male,Karnataka,231400.0,Self-Employed,OBC,Yes,No,No,Skill Development & Entrepreneurship
19,Female,Kerala,193200.0,Unemployed,EWS,Yes,No,No,Women & Child Development
71,Male,Kerala,92800.0,Farmer,General,No,No,No,Senior Citizen Pension & Healthcare
52,Female,Gujarat,32500.0,Unemployed,SC,Yes,No,No,Women & Child Development
33,Male,Madhya Pradesh,44500.0,Self-Employed,General,No,No,No,Skill Development & Entrepreneurship
58,Female,Maharashtra,119500.0,Daily Wage Worker,General,No,No,No,Women & Child Development
53,Male,Rajasthan,60100.0,Farmer,SC,Yes,No,No,Agriculture & Farmer Welfare
50,Female,Tamil Nadu,115100.0,Self-Employed,General,Yes,No,No,Women & Child Development
21,Transgender,Tamil Nadu,208100.0,Self-Employed,OBC,No,No,No,Skill Development & Entrepreneurship
50,Female,Karnataka,172600.0,Self-Employed,General,Yes,No,No,Women & Child Development
31,Male,West Bengal,77300.0,Salaried,General,Yes,No,No,Rural & Urban Livelihood Support
38,Female,Rajasthan,105800.0,Salaried,OBC,No,No,No,Women & Child Development
65,Female,Maharashtra,201400.0,Salaried,ST,No,No,No,Senior Citizen Pension & Healthcare
37,Male,Maharashtra,385000.0,Daily Wage Worker,OBC,No,No,No,Rural & Urban Livelihood Support
73,Female,Tamil Nadu,281900.0,Salaried,General,Yes,No,No,Senior Citizen Pension & Healthcare
25,Male,West Bengal,175100.0,Unemployed,OBC,Yes,No,No,Rural & Urban Livelihood Support
24,Male,Maharashtra,111000.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
20,Male,Rajasthan,111800.0,Artisan,OBC,Yes,No,No,Skill Development & Entrepreneurship
34,Female,Madhya Pradesh,410800.0,Farmer,General,Yes,No,Yes,Social Welfare & Disability Support
50,Male,Bihar,37200.0,Student,OBC,Yes,Yes,No,Education & Scholarships
65,Female,West Bengal,825900.0,Farmer,OBC,No,No,No,Senior Citizen Pension & Healthcare
29,Male,Maharashtra,226500.0,Student,SC,No,Yes,No,Education & Scholarships
68,Male,West Bengal,235700.0,Daily Wage Worker,General,No,No,No,Senior Citizen Pension & Healthcare
39,Male,West Bengal,37000.0,Artisan,OBC,No,No,No,Skill Development & Entrepreneurship
72,Male,Madhya Pradesh,197400.0,Farmer,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
39,Male,Rajasthan,149400.0,Daily Wage Worker,ST,Yes,No,No,Rural & Urban Livelihood Support
63,Female,Tamil Nadu,50100.0,Unemployed,OBC,No,No,No,Senior Citizen Pension & Healthcare
47,Male,Madhya Pradesh,88600.0,Salaried,ST,No,No,Yes,Social Welfare & Disability Support
55,Female,Maharashtra,427800.0,Self-Employed,General,Yes,No,No,Women & Child Development
55,Male,Karnataka,173700.0,Artisan,OBC,Yes,No,No,Skill Development & Entrepreneurship
62,Male,Madhya Pradesh,126000.0,Farmer,SC,No,No,No,Senior Citizen Pension & Healthcare
68,Male,Karnataka,43600.0,Farmer,ST,Yes,No,No,Senior Citizen Pension & Healthcare
71,Female,Uttar Pradesh,255400.0,Farmer,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
25,Male,Tamil Nadu,248400.0,Artisan,General,Yes,No,No,Skill Development & Entrepreneurship
44,Female,Rajasthan,201400.0,Salaried,General,No,No,Yes,Social Welfare & Disability Support
44,Female,Bihar,158500.0,Student,ST,Yes,Yes,No,Education & Scholarships
51,Female,West Bengal,132400.0,Farmer,SC,No,No,No,Agriculture & Farmer Welfare
38,Female,Karnataka,191900.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
47,Female,Bihar,77800.0,Daily Wage Worker,OBC,Yes,No,No,Women & Child Development
50,Male,Bihar,540200.0,Farmer,OBC,No,No,No,Agriculture & Farmer Welfare
45,Female,Karnataka,190000.0,Artisan,OBC,Yes,No,No,Women & Child Development
64,Female,Bihar,97100.0,Student,OBC,Yes,Yes,No,Education & Scholarships
50,Male,West Bengal,137500.0,Artisan,General,Yes,No,No,Skill Development & Entrepreneurship
22,Female,Gujarat,324900.0,Student,OBC,No,Yes,No,Education & Scholarships
65,Male,Uttar Pradesh,61700.0,Self-Employed,General,Yes,No,No,Senior Citizen Pension & Healthcare
36,Male,Karnataka,92400.0,Student,General,Yes,Yes,No,Education & Scholarships
21,Male,West Bengal,234800.0,Unemployed,OBC,No,No,No,Rural & Urban Livelihood Support
52,Male,Tamil Nadu,98200.0,Self-Employed,OBC,Yes,No,Yes,Social Welfare & Disability Support
66,Male,Karnataka,313100.0,Daily Wage Worker,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
34,Male,West Bengal,55200.0,Artisan,OBC,No,No,No,Skill Development & Entrepreneurship
61,Female,West Bengal,288900.0,Farmer,SC,Yes,No,No,Senior Citizen Pension & Healthcare
45,Male,Madhya Pradesh,42700.0,Student,General,Yes,Yes,No,Education & Scholarships
47,Female,Gujarat,32300.0,Self-Employed,OBC,Yes,No,No,Women & Child Development
46,Male,Karnataka,441300.0,Self-Employed,General,No,No,No,Skill Development & Entrepreneurship
63,Female,Rajasthan,186700.0,Artisan,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
70,Male,West Bengal,108000.0,Daily Wage Worker,General,Yes,No,No,Senior Citizen Pension & Healthcare
23,Female,Uttar Pradesh,77700.0,Unemployed,General,No,No,No,Women & Child Development
52,Male,Madhya Pradesh,202700.0,Daily Wage Worker,General,Yes,No,No,Rural & Urban Livelihood Support
58,Female,West Bengal,158000.0,Student,OBC,Yes,Yes,No,Education & Scholarships
54,Male,Karnataka,890300.0,Self-Employed,OBC,Yes,No,No,Skill Development & Entrepreneurship
41,Male,Maharashtra,765700.0,Student,SC,No,Yes,No,Education & Scholarships
46,Female,West Bengal,211400.0,Daily Wage Worker,ST,Yes,No,No,Women & Child Development
66,Male,Kerala,135300.0,Farmer,EWS,No,No,No,Senior Citizen Pension & Healthcare
63,Male,Maharashtra,151600.0,Student,OBC,No,Yes,No,Education & Scholarships
70,Male,West Bengal,236500.0,Unemployed,SC,Yes,No,No,Senior Citizen Pension & Healthcare
48,Female,Bihar,49300.0,Self-Employed,SC,Yes,No,No,Women & Child Development
52,Female,West Bengal,101600.0,Farmer,EWS,No,No,No,Agriculture & Farmer Welfare
50,Female,Tamil Nadu,44100.0,Student,OBC,Yes,Yes,No,Education & Scholarships
69,Female,Bihar,43700.0,Self-Employed,SC,Yes,No,No,Senior Citizen Pension & Healthcare
38,Male,Karnataka,69200.0,Salaried,OBC,No,No,No,Rural & Urban Livelihood Support
49,Female,Uttar Pradesh,149500.0,Self-Employed,General,Yes,No,No,Women & Child Development
40,Male,Maharashtra,306500.0,Salaried,OBC,Yes,No,No,Rural & Urban Livelihood Support
50,Female,Rajasthan,149600.0,Student,SC,Yes,Yes,No,Education & Scholarships
20,Male,Madhya Pradesh,103600.0,Self-Employed,ST,Yes,No,No,Skill Development & Entrepreneurship
35,Male,Uttar Pradesh,45500.0,Unemployed,OBC,Yes,No,No,Rural & Urban Livelihood Support
42,Male,Bihar,173800.0,Self-Employed,General,No,No,No,Skill Development & Entrepreneurship
59,Female,Madhya Pradesh,87000.0,Student,OBC,No,Yes,No,Education & Scholarships
48,Female,Maharashtra,201800.0,Self-Employed,General,Yes,No,No,Women & Child Development
71,Female,Rajasthan,710500.0,Self-Employed,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
75,Female,Kerala,51200.0,Daily Wage Worker,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
20,Female,Kerala,72900.0,Daily Wage Worker,ST,Yes,No,No,Women & Child Development
57,Female,Rajasthan,145300.0,Daily Wage Worker,OBC,Yes,No,No,Women & Child Development
63,Female,Madhya Pradesh,653000.0,Daily Wage Worker,General,Yes,No,No,Senior Citizen Pension & Healthcare
41,Male,Karnataka,296000.0,Farmer,ST,No,No,No,Agriculture & Farmer Welfare
67,Female,Madhya Pradesh,441300.0,Artisan,ST,Yes,No,No,Senior Citizen Pension & Healthcare
49,Female,West Bengal,103100.0,Daily Wage Worker,SC,Yes,No,No,Women & Child Development
64,Female,Madhya Pradesh,900000.0,Salaried,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
39,Male,Karnataka,49500.0,Student,SC,Yes,Yes,No,Education & Scholarships
40,Male,Uttar Pradesh,39800.0,Self-Employed,OBC,No,No,No,Skill Development & Entrepreneurship
19,Male,Maharashtra,378300.0,Farmer,ST,Yes,No,No,Agriculture & Farmer Welfare
44,Male,Madhya Pradesh,501800.0,Farmer,SC,No,No,No,Agriculture & Farmer Welfare
59,Female,Maharashtra,47100.0,Self-Employed,SC,Yes,No,No,Women & Child Development
19,Male,Bihar,51700.0,Self-Employed,OBC,Yes,No,No,Skill Development & Entrepreneurship
43,Female,Kerala,36100.0,Student,General,No,Yes,No,Education & Scholarships
34,Female,Kerala,49900.0,Unemployed,SC,Yes,No,No,Women & Child Development
57,Male,Karnataka,72300.0,Unemployed,ST,Yes,No,No,Rural & Urban Livelihood Support
50,Male,Bihar,661600.0,Salaried,OBC,No,No,No,Rural & Urban Livelihood Support
26,Female,Kerala,228400.0,Farmer,ST,Yes,No,No,Agriculture & Farmer Welfare
60,Male,Karnataka,301400.0,Self-Employed,OBC,No,No,No,Senior Citizen Pension & Healthcare
71,Male,Madhya Pradesh,299400.0,Artisan,General,Yes,No,No,Senior Citizen Pension & Healthcare
65,Female,Bihar,167900.0,Farmer,SC,Yes,No,No,Senior Citizen Pension & Healthcare
56,Female,West Bengal,317500.0,Self-Employed,OBC,Yes,No,No,Women & Child Development
46,Female,West Bengal,193100.0,Unemployed,OBC,No,No,No,Women & Child Development
59,Female,West Bengal,98000.0,Student,SC,Yes,Yes,No,Rural & Urban Livelihood Support
72,Female,Uttar Pradesh,178200.0,Salaried,General,Yes,No,No,Senior Citizen Pension & Healthcare
43,Female,West Bengal,167300.0,Unemployed,OBC,Yes,No,No,Women & Child Development
52,Female,Bihar,342200.0,Daily Wage Worker,SC,Yes,No,No,Women & Child Development
67,Male,Tamil Nadu,750400.0,Daily Wage Worker,ST,Yes,No,No,Senior Citizen Pension & Healthcare
42,Male,Kerala,125300.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
41,Transgender,West Bengal,289400.0,Daily Wage Worker,OBC,No,No,No,Rural & Urban Livelihood Support
30,Female,Bihar,48900.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
75,Male,Gujarat,300000.0,Salaried,SC,Yes,No,No,Senior Citizen Pension & Healthcare
24,Male,Madhya Pradesh,113600.0,Student,General,Yes,Yes,No,Education & Scholarships
74,Male,Uttar Pradesh,37200.0,Farmer,General,Yes,No,No,Senior Citizen Pension & Healthcare
53,Female,Maharashtra,111200.0,Self-Employed,SC,No,No,No,Women & Child Development
62,Male,Karnataka,199800.0,Farmer,General,Yes,No,No,Senior Citizen Pension & Healthcare
37,Female,Gujarat,52900.0,Artisan,OBC,Yes,No,No,Women & Child Development
18,Female,Gujarat,493900.0,Artisan,ST,Yes,No,No,Women & Child Development
25,Male,Uttar Pradesh,44600.0,Unemployed,General,No,No,No,Rural & Urban Livelihood Support
63,Male,Karnataka,508700.0,Self-Employed,General,No,No,No,Senior Citizen Pension & Healthcare
33,Female,Uttar Pradesh,251000.0,Farmer,ST,Yes,No,No,Agriculture & Farmer Welfare
31,Male,West Bengal,102000.0,Farmer,ST,Yes,No,Yes,Social Welfare & Disability Support
29,Male,Maharashtra,119200.0,Artisan,General,Yes,No,No,Skill Development & Entrepreneurship
68,Male,Karnataka,273000.0,Self-Employed,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
40,Male,Bihar,195600.0,Daily Wage Worker,EWS,Yes,No,No,Rural & Urban Livelihood Support
32,Female,Kerala,230500.0,Student,SC,No,Yes,No,Education & Scholarships
45,Transgender,Uttar Pradesh,118700.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
51,Male,Maharashtra,150400.0,Farmer,General,No,No,No,Agriculture & Farmer Welfare
19,Female,Madhya Pradesh,856600.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
49,Male,Tamil Nadu,73300.0,Farmer,ST,No,No,No,Agriculture & Farmer Welfare
40,Male,Madhya Pradesh,127400.0,Unemployed,General,Yes,No,No,Rural & Urban Livelihood Support
39,Male,Tamil Nadu,92100.0,Farmer,SC,Yes,No,No,Agriculture & Farmer Welfare
68,Male,Rajasthan,290800.0,Self-Employed,ST,No,No,No,Senior Citizen Pension & Healthcare
42,Male,Bihar,289900.0,Self-Employed,SC,Yes,No,No,Skill Development & Entrepreneurship
75,Male,Rajasthan,92300.0,Farmer,SC,Yes,No,No,Senior Citizen Pension & Healthcare
39,Male,Uttar Pradesh,45300.0,Daily Wage Worker,ST,No,No,No,Rural & Urban Livelihood Support
75,Male,Uttar Pradesh,32100.0,Self-Employed,General,Yes,No,No,Senior Citizen Pension & Healthcare
75,Female,Tamil Nadu,130400.0,Artisan,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
39,Male,Karnataka,125100.0,Unemployed,ST,No,No,No,Rural & Urban Livelihood Support
66,Female,Maharashtra,832100.0,Farmer,General,No,No,No,Senior Citizen Pension & Healthcare
69,Male,West Bengal,144200.0,Salaried,OBC,No,No,No,Senior Citizen Pension & Healthcare
59,Male,Gujarat,83300.0,Self-Employed,OBC,Yes,No,No,Skill Development & Entrepreneurship
23,Male,Uttar Pradesh,429300.0,Self-Employed,OBC,No,No,No,Skill Development & Entrepreneurship
32,Male,Rajasthan,151600.0,Unemployed,SC,No,No,No,Rural & Urban Livelihood Support
71,Male,Rajasthan,194600.0,Unemployed,SC,No,No,No,Senior Citizen Pension & Healthcare
60,Female,Madhya Pradesh,48100.0,Self-Employed,OBC,No,No,No,Senior Citizen Pension & Healthcare
54,Male,Bihar,116900.0,Daily Wage Worker,ST,Yes,No,No,Rural & Urban Livelihood Support
50,Female,Tamil Nadu,549600.0,Artisan,OBC,Yes,No,No,Women & Child Development
25,Female,Gujarat,190300.0,Self-Employed,SC,No,No,No,Women & Child Development
70,Female,Tamil Nadu,106000.0,Student,General,No,Yes,No,Education & Scholarships
61,Male,Uttar Pradesh,206900.0,Student,SC,Yes,Yes,No,Education & Scholarships
61,Male,Kerala,464300.0,Unemployed,General,No,No,No,Senior Citizen Pension & Healthcare
22,Male,Gujarat,87600.0,Student,OBC,No,Yes,No,Education & Scholarships
56,Female,Madhya Pradesh,156600.0,Student,ST,No,Yes,No,Education & Scholarships
21,Female,Rajasthan,603600.0,Unemployed,OBC,No,No,No,Women & Child Development
23,Female,Madhya Pradesh,64100.0,Student,EWS,No,Yes,No,Education & Scholarships
62,Female,Uttar Pradesh,258900.0,Farmer,General,No,No,No,Senior Citizen Pension & Healthcare
49,Male,Kerala,201600.0,Self-Employed,General,No,No,No,Skill Development & Entrepreneurship
69,Female,West Bengal,234900.0,Self-Employed,General,Yes,No,No,Senior Citizen Pension & Healthcare
47,Female,Gujarat,107900.0,Daily Wage Worker,OBC,Yes,No,No,Women & Child Development
64,Female,Tamil Nadu,97800.0,Self-Employed,General,Yes,No,No,Senior Citizen Pension & Healthcare
52,Female,Gujarat,237500.0,Self-Employed,EWS,Yes,No,No,Women & Child Development
72,Female,Rajasthan,73700.0,Daily Wage Worker,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
57,Female,Tamil Nadu,127900.0,Artisan,SC,No,No,No,Women & Child Development
69,Male,West Bengal,67500.0,Self-Employed,General,No,No,No,Senior Citizen Pension & Healthcare
33,Male,West Bengal,31500.0,Salaried,General,Yes,No,No,Rural & Urban Livelihood Support
